Id,MlsNumber,BathroomTotal,Bedrooms,SizeInterior,StoriesTotal,Type,AreaUnformatted,HalfBathTotal,PriceUnformattedValue,Longitude,Latitude
27258444,A2155401,4,3 + 1,2062.2 sqft,2,House,2062 sqft,1,1279000,-114.12415245,51.035314177
27258248,A2153394,2,2 + 0,1018 sqft,36,Apartment,1018 sqft,0,549900,-114.053966465,51.041836285
27257825,A2152379,1,1 + 0,472 sqft,4,Apartment,472 sqft,0,240000,-114.022470505,50.860059173
27257218,A2155243,4,3 + 1,2162.79 sqft,2,House,2163 sqft,1,849900,-114.210829938,51.14291611
27256892,A2154890,2,2 + 0,1766.16 sqft,24,Apartment,1766 sqft,0,845000,-114.060223089,51.03903483
27256534,A2153562,3,3 + 1,1131.23 sqft,,House,1131 sqft,1,749900,-114.034290191,50.937562846
27256530,A2155302,4,3 + 2,1862.4 sqft,2,House,1862 sqft,1,1125000,-114.0792263,51.0954568
27255192,A2151893,2,2 + 0,2003.4 sqft,16,Apartment,2003 sqft,0,1049000,-114.072533925,51.053124161
27255190,A2115816,2,3 + 1,1115.6 sqft,1,House,1116 sqft,0,619900,-114.058947132,50.986813317
27254662,A2155288,3,3 + 0,1413 sqft,,Row / Townhouse,1413 sqft,1,524900,-114.142791311,51.058657024
27254565,A2155172,3,3 + 0,1410 sqft,2,House,1410 sqft,1,574900,-113.966246,50.8768457
27254310,A2155375,2,4 + 0,1035.48 sqft,,House,1035 sqft,0,569900,-113.976543489,50.923579641
27254280,A2154808,4,1 + 3,1907.12 sqft,1,House,1907 sqft,2,1599000,-114.188027467,51.072250864
27254189,A2155350,1,1 + 0,705 sqft,30,Apartment,705 sqft,0,194900,-114.058782172,51.047041833
27253557,A2155323,1,1 + 0,467.33 sqft,18,Apartment,467 sqft,0,289000,-114.12954041,51.086744857
27253497,A2154918,4,3 + 3,1048.61 sqft,1,House,1049 sqft,0,649900,-113.962094378,51.107668313
27253297,A2149294,2,2 + 0,1703 sqft,4,Apartment,1703 sqft,0,1280000,-114.073850344,51.053044518
27252674,A2155163,2,2 + 0,903 sqft,9,Apartment,903 sqft,0,399900,-114.163196,51.103491
27252673,A2155160,3,2 + 2,1446.04 sqft,,House,1446 sqft,0,669900,-113.933055354,51.088503133
27252592,A2155007,3,4 + 0,2462.74 sqft,2,House,2463 sqft,1,789000,-114.01145872,50.857547697
27252568,A2154270,4,3 + 2,1981 sqft,2,House,1981 sqft,1,739000,-114.222237411,51.127493184
27252528,A2154720,1,1 + 0,501 sqft,4,Apartment,501 sqft,0,279900,-114.0801192,51.1839196
27252358,A2154552,2,2 + 2,706.8 sqft,,Duplex,707 sqft,0,529900,-114.059620951,51.106250765
27252322,A2153831,3,4 + 0,2263 sqft,2,House,2263 sqft,0,829900,-113.916296675,51.117267436
27251893,A2141294,3,1 + 2,1548.82 sqft,1,House,1549 sqft,1,1095000,-114.2497438,51.1158628
27251700,A2155115,3,3 + 2,1010.84 sqft,,House,1011 sqft,1,595999,-113.9623658,51.0683708
27251639,A2154356,3,2 + 0,1024.52 sqft,4,Apartment,1025 sqft,1,349900,-114.068660695,50.900736964
27251620,A2154996,1,1 + 0,473.62 sqft,3,Apartment,474 sqft,0,194900,-114.107059656,51.043879398
27251489,A2155092,3,4 + 0,2166 sqft,2,House,2166 sqft,1,1249999,-114.03428622,50.954012589
27251380,A2155106,3,3 + 0,1524.25 sqft,2,House,1524 sqft,1,565000,-114.083641284,50.915647328
27251309,A2155003,4,3 + 2,1948.06 sqft,2,House,1948 sqft,1,769000,-113.966685207,51.169026948
27251156,A2154405,5,3 + 0,2839 sqft,3,Duplex,2839 sqft,2,1399999,-114.106783423,51.032508916
27251062,A2132232,1,1 + 0,648 sqft,24,Apartment,648 sqft,0,305000,-114.060223089,51.03903483
27251004,A2155062,3,2 + 0,1014 sqft,2,Row / Townhouse,1014 sqft,1,409900,-114.039741,51.0525502
27250914,A2154186,2,1 + 0,627.58 sqft,18,Apartment,628 sqft,1,399900,-114.076952112,51.038667059
27250416,A2088199,1,2 + 0,780 sqft,3,Apartment,780 sqft,0,259100,-114.104641779,51.043254355
27250280,A2154911,1,1 + 0,441 sqft,1,Row / Townhouse,441 sqft,0,259900,-113.964851424,51.135808172
27250265,A2154888,3,4 + 0,1779.66 sqft,3,Row / Townhouse,1780 sqft,1,575452.5,-113.9151541,50.8833738
27250236,A2154616,3,3 + 0,1583 sqft,2,House,1583 sqft,1,639000,-113.9651151,51.1607867
27250234,A2154892,3,4 + 0,1791.38 sqft,3,Row / Townhouse,1791 sqft,1,593827,-113.9151541,50.8833738
27250171,A2154144,2,2 + 0,1158.85 sqft,3,Apartment,1159 sqft,0,394900,-114.215504811,51.133199369
27250011,A2154841,4,4 + 2,2262.35 sqft,2,House,2262 sqft,0,799888,-113.9342946,51.1076446
27250010,A2152822,2,3 + 0,2164 sqft,2,House,2164 sqft,0,765900,-114.144472427,51.125173693
27249723,A2154955,4,2 + 1,1861.5 sqft,2,Duplex,1862 sqft,1,859900,-114.180704281,51.086817684
27249202,A2154925,2,2 + 0,1236 sqft,10,Apartment,1236 sqft,0,559900,-114.101588542,51.065570491
27249108,A2154796,3,3 + 0,1223 sqft,2,Row / Townhouse,1223 sqft,1,405000,-113.933608066,51.090487321
27249102,A2154914,1,1 + 0,538.1 sqft,34,Apartment,538 sqft,0,309800,-114.060749169,51.038748877
27249100,A2153168,2,2 + 0,1618.72 sqft,3,Apartment,1619 sqft,0,1799900,-114.101727934,51.027213305
27249094,A2154675,1,1 + 0,683 sqft,4,Apartment,683 sqft,0,299000,-114.242742031,51.139661472
27248376,A2154708,4,3 + 2,1943.12 sqft,2,Duplex,1943 sqft,1,1250000,-114.136503346,51.034408004
27248258,A2154869,5,4 + 1,2998.46 sqft,2,House,2998 sqft,1,1325000,-114.053103047,51.079736564
27248235,A2154076,2,2 + 0,884 sqft,4,Apartment,884 sqft,0,449700,-114.132767916,51.178468624
27248233,A2154060,2,2 + 0,1148 sqft,8,Apartment,1148 sqft,0,629900,-114.08664453,51.055629675
27247774,A2154845,2,2 + 0,1112.1 sqft,1,Row / Townhouse,1112 sqft,0,399000,-114.187073672,51.063973497
27247772,A2153972,4,3 + 0,1589.55 sqft,2,House,1590 sqft,1,675000,-113.943889597,51.090645615
27247771,A2149442,2,3 + 0,1189 sqft,4,Apartment,1189 sqft,0,474900,-113.953285112,50.86675017
27247554,A2154820,4,3 + 1,1847.2 sqft,2,House,1847 sqft,1,749900,-114.084059493,51.158579362
27247539,A2154491,2,2 + 0,673 sqft,4,Apartment,673 sqft,0,314900,-114.068452436,51.184808937
27247347,A2153676,1,2 + 0,700.99 sqft,4,Apartment,701 sqft,0,282000,-113.93412094,51.12590842
27247334,A2151684,1,2 + 0,836.03 sqft,4,Apartment,836 sqft,0,299999,-114.096384714,51.043041182
27246948,A2153565,1,1 + 0,477.38 sqft,4,Apartment,477 sqft,0,219900,-114.0696253,51.0350658
27246639,A2154458,2,2 + 0,1005 sqft,5,Apartment,1005 sqft,0,389900,-114.061890846,51.030954964
27246637,A2153106,3,3 + 0,1605.9 sqft,2,Duplex,1606 sqft,1,649900,-113.951550532,51.137598498
27246543,A2154586,2,2 + 0,889 sqft,4,Apartment,889 sqft,0,350000,-114.05179971,51.058644326
27246532,A2153581,1,2 + 0,859 sqft,4,Apartment,859 sqft,0,319900,-114.053149398,51.059507584
27246139,A2153833,1,2 + 0,853.1 sqft,4,Apartment,853 sqft,0,325000,-113.949108829,51.164585127
27245713,A2154291,1,1 + 0,712.4 sqft,21,Apartment,712 sqft,0,263000,-114.073638943,50.975870468
27245598,A2154684,2,2 + 0,761.87 sqft,4,Apartment,762 sqft,0,319900,-113.996762621,51.04125435
27245507,A2154037,3,3 + 0,1186 sqft,2,Row / Townhouse,1186 sqft,1,399900,-113.944767696,51.061614742
27245497,A2154667,3,3 + 0,1257 sqft,,Row / Townhouse,1257 sqft,1,435000,-114.121734143,50.920978934
27245495,A2154014,3,2 + 0,1157 sqft,8,Apartment,1157 sqft,1,629900,-114.208666617,51.064409462
27245472,A2153870,1,1 + 1,690 sqft,1,Row / Townhouse,690 sqft,0,329900,-113.954455,50.8678532
27245376,A2153854,1,1 + 0,554 sqft,1,Row / Townhouse,554 sqft,0,289000,-113.954455,50.8678532
27245374,A2152436,2,2 + 0,966.85 sqft,4,Apartment,967 sqft,0,329900,-113.955608514,51.164050941
27245238,A2131504,2,1 + 0,1236 sqft,17,Apartment,1236 sqft,1,1375000,-114.065971406,51.02916015
27245214,A2149821,2,2 + 0,938.8 sqft,4,Apartment,939 sqft,0,422900,-113.9381698,50.8985219
27245212,A2153904,1,1 + 0,739.1 sqft,29,Apartment,739 sqft,0,239900,-114.058782172,51.047041833
27245067,A2154352,1,2 + 0,669.4 sqft,7,Apartment,669 sqft,0,248000,-114.076049416,51.03920657
27245065,A2154647,4,3 + 1,2055.14 sqft,2,House,2055 sqft,1,825000,-114.1579396,51.175782
27245033,A2154199,2,2 + 0,1022.25 sqft,35,Apartment,1022 sqft,0,400000,-114.060303692,51.038832701
27244995,A2154575,3,5 + 0,970 sqft,,House,970 sqft,1,638800,-113.957466158,51.111237992
27244993,A2150524,4,3 + 2,1959.34 sqft,2,Duplex,1959 sqft,1,1144900,-114.075894,51.0689488
27244919,A2153305,3,3 + 0,2012.9 sqft,2,House,2013 sqft,1,739000,-114.138943831,51.160601317
27244918,A2154669,2,2 + 0,843.02 sqft,4,Apartment,843 sqft,0,329900,-114.181094918,51.11575803
27244803,A2152640,4,2 + 2,1057.72 sqft,,House,1058 sqft,1,999900,-114.1618405,51.0371268
27244668,A2153886,5,3 + 1,3489.91 sqft,2,House,3490 sqft,2,2249000,-114.216249132,51.060002284
27244628,A2154259,1,1 + 0,537 sqft,6,Apartment,537 sqft,0,361850,-114.12238,51.0174875
27244624,A2153483,3,3 + 1,2171 sqft,,House,2171 sqft,0,679900,-114.076975743,51.149779334
27244414,A2153509,2,2 + 2,1050.03 sqft,1,House,1050 sqft,0,815000,-114.034678398,51.053507734
27244182,A2154605,1,1 + 0,519 sqft,4,Apartment,519 sqft,0,229900,-114.14887744,51.102523414
27244179,A2154603,1,1 + 0,513 sqft,44,Apartment,513 sqft,0,325000,-114.055545639,51.041887077
27244173,A2151377,2,1 + 0,675.83 sqft,4,Apartment,676 sqft,0,299000,-114.085928899,51.038947635
27243926,A2153764,3,3 + 0,2040 sqft,2,House,2040 sqft,1,769000,-113.898827037,50.91594455
27243632,A2153733,3,3 + 0,2040 sqft,2,House,2040 sqft,1,727000,-113.895723926,50.917347062
27243630,A2153558,5,3 + 1,2067.81 sqft,2,House,2068 sqft,1,1395000,-114.130949193,51.056344442
27243480,A2154151,3,3 + 0,1327.16 sqft,2,House,1327 sqft,1,599900,-113.952078693,51.163795897
27243428,A2154521,4,3 + 1,1489.33 sqft,3,Duplex,1489 sqft,1,689900,-114.0411719,51.1858299
27243167,A2153784,3,3 + 0,2811 sqft,2,Duplex,2811 sqft,1,849000,-114.137650922,50.976803079
27243166,A2153893,3,2 + 2,983.65 sqft,1,House,984 sqft,0,749900,-114.07801606,50.999912583
27243014,A2147907,3,3 + 1,1886 sqft,1,House,1886 sqft,0,1049000,-114.035120449,51.042314345
27242655,A2154504,3,3 + 0,1501 sqft,2,Row / Townhouse,1501 sqft,1,599900,-114.07924,51.1788083
27242644,A2154266,2,2 + 0,927.32 sqft,4,Apartment,927 sqft,0,340000,-114.176370243,51.128980904
27242498,A2154399,3,3 + 0,1542 sqft,2,Row / Townhouse,1542 sqft,1,475000,-114.108140349,51.141999015
27242232,A2152755,2,2 + 0,781.98 sqft,20,Apartment,782 sqft,0,389900,-114.055900143,51.049430734
27241972,A2153625,2,2 + 0,696.22 sqft,3,Apartment,696 sqft,0,317500,-114.066102081,50.916697411
27241470,A2153786,2,3 + 1,1327.78 sqft,1,House,1328 sqft,0,799999,-114.060404919,51.074910132
27241465,A2153649,4,3 + 1,1531.54 sqft,2,House,1532 sqft,1,659900,-113.94042736,51.136783502
27241460,A2154427,4,3 + 1,1284.13 sqft,2,House,1284 sqft,1,648900,-113.948153451,50.868337456
27241416,A2151643,4,3 + 1,2791.72 sqft,2,House,2792 sqft,1,1499000,-114.063747341,51.075422032
27241179,A2153791,5,3 + 4,2104.34 sqft,1,House,2104 sqft,0,1350000,-114.113389616,51.078594834
27241175,A2153982,2,2 + 2,937 sqft,1,House,937 sqft,0,839900,-114.11325227,51.071909124
27241174,A2154298,1,1 + 0,630.58 sqft,4,Apartment,631 sqft,0,235000,-114.153874051,51.03923129
27240963,A2154406,3,5 + 0,2279 sqft,,House,2279 sqft,0,925000,-114.048072045,50.949879061
27240667,A2154116,3,2 + 0,1194 sqft,5,Apartment,1194 sqft,1,495000,-114.077591572,50.923999113
27240641,A2153421,2,3 + 0,2246.71 sqft,4,Apartment,2247 sqft,0,909000,-114.0699277,51.0308026
27240629,A2151414,3,3 + 0,1439.79 sqft,2,Row / Townhouse,1440 sqft,1,569999,-114.0940091,51.1874599
27240485,A2153767,2,2 + 0,962 sqft,6,Apartment,962 sqft,0,569025,-114.12238,51.0174875
27240402,A2153775,2,2 + 0,897 sqft,6,Apartment,897 sqft,0,552900,-114.12238,51.0174875
27240255,A2153912,4,3 + 0,1451.6 sqft,,House,1452 sqft,2,699900,-114.160555427,51.118551935
27240011,A2153463,1,0 + 1,565 sqft,4,Apartment,565 sqft,0,189000,-114.050031449,51.055069887
27239641,A2140493,1,2 + 0,859.06 sqft,12,Apartment,859 sqft,0,260000,-114.150006341,51.100513449
27239639,A2154200,3,4 + 0,1740.53 sqft,3,Row / Townhouse,1741 sqft,1,509900,-113.943683026,51.164652318
27239507,A2154374,2,2 + 0,816 sqft,26,Apartment,816 sqft,0,399900,-114.137085138,51.042627639
27239287,A2153210,,,,,,,,4410000,-114.0656776,51.0015619
27239256,A2154167,3,3 + 0,1480 sqft,2,House,1480 sqft,1,589000,-113.9571449,51.1284675
27239239,A2153005,3,3 + 0,2270.85 sqft,2,House,2271 sqft,1,849900,-113.91962252,50.894717286
27238824,A2153961,1,1 + 0,872 sqft,6,Apartment,872 sqft,0,449000,-114.067658266,51.042766395
27238675,A2154083,2,2 + 0,1013.66 sqft,3,Apartment,1014 sqft,0,516500,-114.018834943,50.960826113
27238123,A2153995,5,3 + 0,3942 sqft,,House,3942 sqft,3,3590000,-114.07972,51.01249
27237969,A2152855,4,3 + 0,1372.9 sqft,2,House,1373 sqft,1,649000,-114.172779,51.1845327
27237457,A2153514,3,3 + 0,1865 sqft,2,House,1865 sqft,1,669900,-113.8830599,50.9090992
27237438,A2154159,3,3 + 0,1987 sqft,2,House,1987 sqft,1,689900,-113.8830599,50.9090992
27237325,A2153980,4,3 + 0,1373.73 sqft,2,Row / Townhouse,1374 sqft,1,554900,-113.962066095,51.147388538
27237157,A2153752,2,2 + 0,843 sqft,33,Apartment,843 sqft,0,419900,-114.060008,51.040407
27236732,A2154103,3,4 + 0,2129.17 sqft,2,House,2129 sqft,1,809000,-113.899018682,50.916167883
27236376,A2152976,2,2 + 0,1262.05 sqft,4,Apartment,1262 sqft,0,687605,-114.0032528,50.87464
27236149,A2152736,4,4 + 2,3074 sqft,2,House,3074 sqft,1,1699999,-113.92493292,50.893261681
27236148,A2154074,1,1 + 0,524 sqft,25,Apartment,524 sqft,0,326000,-114.049996268,51.046613759
27235994,A2153274,2,2 + 0,847 sqft,4,Apartment,847 sqft,0,470000,-114.085928899,51.038947635
27235365,A2153943,2,2 + 0,705 sqft,4,Apartment,705 sqft,0,309999,-114.022524971,50.862646883
27235211,A2152670,2,2 + 0,890.87 sqft,21,Apartment,891 sqft,0,465000,-114.05126638,51.047601756
27235159,A2152499,2,2 + 0,757 sqft,4,Apartment,757 sqft,0,339900,-114.022524971,50.862646883
27235121,A2154013,3,3 + 0,1229 sqft,2,House,1229 sqft,1,625000,-114.1308264,51.150952
27235006,A2153516,3,2 + 0,2106.4 sqft,6,Apartment,2106 sqft,1,679999,-114.086309325,51.038958478
27234923,A2133542,4,2 + 1,1327 sqft,2,Row / Townhouse,1327 sqft,1,707000,-114.1021584,51.0701148
27234727,A2153969,2,2 + 0,1015 sqft,4,Apartment,1015 sqft,0,279500,-113.947958401,51.038989473
27234675,A2153814,4,2 + 1,1937.31 sqft,2,Duplex,1937 sqft,1,725000,-114.173784143,51.036168669
27234101,A2153561,3,3 + 1,1112.92 sqft,1,House,1113 sqft,0,718800,-113.990892052,51.044487231
27234095,A2153045,3,4 + 0,2393.08 sqft,2,House,2393 sqft,1,739425,-113.883647304,50.909101103
27234094,A2153776,2,3 + 0,1063.6 sqft,1,Mobile Home,1064 sqft,0,289900,-113.9160233,51.0611175
27234092,A2152301,1,1 + 0,618.42 sqft,24,Apartment,618 sqft,0,399900,-114.067139122,51.052921044
27234032,A2153513,4,3 + 1,1448 sqft,2,House,1448 sqft,1,610000,-114.093713761,50.904113342
27234030,A2153696,3,3 + 3,1460.23 sqft,1,House,1460 sqft,0,1295000,-114.156990561,51.073746931
27234028,A2153085,4,2 + 1,1334.84 sqft,2,Row / Townhouse,1335 sqft,1,675000,-114.137311051,51.03641236
27233668,A2151129,,,13140 sqft,,Multi-Family,13140 sqft,,3290000,-114.073065907,51.036680612
27233650,A2146028,,,,,,,,1334500,-114.025161993,51.174319486
27233377,A2153027,4,3 + 1,2071.4 sqft,2,House,2071 sqft,1,1247900,-114.114935,51.005458
27233305,A2153403,4,3 + 1,2096.69 sqft,2,House,2097 sqft,1,681000,-114.042026564,50.878813647
27233174,A2147378,3,5 + 0,2558 sqft,,House,2558 sqft,0,949000,-114.100620353,51.035323515
27232799,A2153760,,,,,,,,2295000,-114.068184898,51.006319471
27232268,A2153828,3,3 + 0,2502 sqft,2,House,2502 sqft,1,925000,-114.020208967,50.867269536
27232008,A2153795,1,1 + 0,956 sqft,1,House,956 sqft,0,799900,-114.208907744,51.091177037
27231796,A2150269,4,3 + 1,3125.44 sqft,2,House,3125 sqft,1,1599999,-114.275634869,51.106399107
27231795,A2153489,4,4 + 2,2152 sqft,2,House,2152 sqft,1,768500,-114.186667868,51.138497015
27231713,A2153637,5,4 + 1,3126.72 sqft,2,House,3127 sqft,1,2299900,-114.121866007,51.036114617
27231708,A2153755,4,3 + 0,1545 sqft,2,House,1545 sqft,1,699999,-113.964706054,51.086899681
27231707,A2153750,2,2 + 0,1110.63 sqft,3,Apartment,1111 sqft,0,370000,-114.016266292,50.933010132
27231605,A2152735,5,3 + 1,3057.27 sqft,2,House,3057 sqft,1,1899900,-114.04057998,51.058209885
27231599,A2153599,1,1 + 0,549.57 sqft,19,Apartment,550 sqft,0,314800,-114.055900143,51.049430734
27231530,A2153557,4,3 + 1,1639.7 sqft,2,House,1640 sqft,1,679999,-113.9301198,51.1342333
27231419,A2153573,1,2 + 0,747.02 sqft,26,Apartment,747 sqft,0,339900,-114.086705959,51.043511968
27231025,A2153393,1,1 + 0,464.2 sqft,4,Apartment,464 sqft,0,188000,-114.08556382,51.041785487
27230959,A2153244,1,2 + 0,962 sqft,2,House,962 sqft,0,679000,-114.042856837,51.040052798
27230653,A2153176,4,3 + 2,2353.5 sqft,2,House,2354 sqft,1,950000,-114.0216084,50.8666987
27230056,A2145703,2,2 + 0,868.27 sqft,3,Apartment,868 sqft,0,329900,-114.0810397,50.8855608
27229795,A2153373,1,2 + 0,818 sqft,3,Apartment,818 sqft,0,185000,-113.978259766,51.039016527
27229792,A2147161,,,,,,,,2727000,-113.97764263,51.124628636
27229692,A2152995,,,,,,,,2335500,-113.98007531,51.124631078
27229691,A2153033,3,3 + 3,1440 sqft,1,House,1440 sqft,0,799900,-114.067066604,51.084136375
27229690,A2147206,,,,,,,,2905500,-113.977642642,51.122850298
27229689,A2147177,,,,,,,,2912000,-113.977642639,51.123757457
27229686,A2147210,,,,,,,,2895750,-113.980153425,51.121945958
27229685,A2147215,,,,,,,,3950000,-113.977642646,51.12194313
27229684,A2147169,,,,,,,,2808000,-113.980153618,51.123774158
27229680,A2147201,,,,,,,,2983500,-113.980153528,51.122866909
27229332,A2152789,2,2 + 0,907.36 sqft,4,Apartment,907 sqft,0,427000,-114.162045774,51.183653926
27228839,A2153307,2,2 + 0,1215 sqft,2,House,1215 sqft,0,580000,-114.050609817,51.050687719
27228584,A2153084,4,4 + 0,2156.27 sqft,2,House,2156 sqft,1,825000,-113.923982909,51.157906773
27228294,A2153371,3,3 + 1,1779.67 sqft,3,Row / Townhouse,1780 sqft,1,578077.5,-113.915447453,50.884364484
27227697,A2153099,4,5 + 0,2300.16 sqft,2,House,2300 sqft,0,849000,-113.9255758,51.1570537
27227536,A2152717,5,4 + 1,3795.65 sqft,2,House,3796 sqft,1,4350000,-114.131934577,50.991256483
27227010,A2151057,6,6 + 0,2878 sqft,2,House,2878 sqft,1,949900,-113.950005869,51.171480128
27226511,A2152823,4,3 + 1,2534 sqft,2,House,2534 sqft,1,1098900,-114.151869806,51.1768372
27226143,A2153141,2,3 + 3,1177.7 sqft,1,House,1178 sqft,0,699990,-114.086321726,51.092479969
27225869,A2152795,2,2 + 0,901.83 sqft,4,Apartment,902 sqft,0,438900,-114.002176,50.957117
27225867,A2152832,2,2 + 0,973.91 sqft,4,Apartment,974 sqft,0,499900,-114.002176,50.957117
27225866,A2153011,1,2 + 0,591.21 sqft,4,Apartment,591 sqft,0,356900,-114.002176,50.957117
27225838,A2153039,1,1 + 0,754.6 sqft,4,Apartment,755 sqft,0,499900,-114.002176,50.957117
27225827,A2153314,3,3 + 0,1671.66 sqft,3,Row / Townhouse,1672 sqft,1,639900,-113.934491297,50.894981622
27225825,A2153309,3,3 + 0,1664.83 sqft,3,Row / Townhouse,1665 sqft,1,599900,-113.934491297,50.894981622
27225749,A2151518,4,0 + 6,1050.02 sqft,,,1050 sqft,0,699000,-114.086880918,51.122382297
27225746,A2153301,4,3 + 2,2021 sqft,2,Duplex,2021 sqft,1,995000,-114.157603716,51.07346522
27225636,A2152859,2,2 + 0,937 sqft,4,Apartment,937 sqft,0,319000,-113.9567418,51.1640113
27225463,A2153267,3,3 + 0,1672.29 sqft,3,Row / Townhouse,1672 sqft,1,647900,-113.934491297,50.894981622
27225460,A2153282,3,3 + 0,1640.84 sqft,3,Row / Townhouse,1641 sqft,1,599900,-113.934491297,50.894981622
27225404,A2153159,4,3 + 1,2350 sqft,2,House,2350 sqft,1,769900,-113.939592534,50.918568024
27225336,A2129565,3,2 + 0,1483.45 sqft,2,Row / Townhouse,1483 sqft,1,749900,-114.150314437,51.079442409
27225334,A2129576,1,2 + 0,590.08 sqft,1,Row / Townhouse,590 sqft,0,479900,-114.150314437,51.079442409
27225321,A2129556,1,1 + 0,587.72 sqft,4,Apartment,588 sqft,0,461953,-114.150314437,51.079442409
27225317,A2152466,2,2 + 0,846.5 sqft,4,Apartment,846 sqft,0,614047,-114.150314437,51.079442409
27225199,A2152506,3,2 + 2,1320.4 sqft,1,House,1320 sqft,0,649900,-114.09897963,51.147448808
27225197,A2152121,4,3 + 2,1978 sqft,2,House,1978 sqft,1,1149000,-114.081282,51.0900657
27225068,A2152086,4,3 + 1,1369 sqft,2,House,1369 sqft,1,614999,-113.937484842,51.123867778
27225063,A2152052,4,4 + 1,2816 sqft,2,House,2816 sqft,1,1198900,-114.152323008,51.14829756
27224909,A2153107,2,2 + 0,776.71 sqft,4,Apartment,777 sqft,0,304900,-113.9334089,51.0390408
27224908,A2153101,3,3 + 0,1621.6 sqft,2,Duplex,1622 sqft,1,678000,-114.170463679,51.188339125
27224884,A2153193,1,1 + 0,492 sqft,4,Apartment,492 sqft,0,249900,-114.095133423,51.035323776
27224663,A2153200,3,4 + 0,2415 sqft,,House,2415 sqft,0,1399000,-114.129681528,50.967887397
27224457,A2153074,1,2 + 0,971.63 sqft,17,Apartment,972 sqft,0,417500,-114.078917071,51.052083184
27224198,A2151767,3,2 + 1,1297 sqft,1,Duplex,1297 sqft,0,669900,-114.189904236,51.13334273
27224174,A2152702,4,3 + 1,2472.75 sqft,2,House,2473 sqft,1,1438000,-114.137663378,51.060070338
27224069,A2152847,2,1 + 0,562.13 sqft,4,Apartment,562 sqft,1,329500,-114.027325757,51.038699047
27224068,A2152456,3,3 + 0,1778.2 sqft,2,House,1778 sqft,1,659900,-114.112139171,51.184235682
27224066,A2153139,4,3 + 2,2042.26 sqft,2,House,2042 sqft,1,699000,-113.9409586,51.1356317
27223925,A2152993,3,2 + 0,1302 sqft,3,Row / Townhouse,1302 sqft,1,497500,-114.1337036,51.1691959
27223924,A2152870,4,3 + 1,2272.4 sqft,2,House,2272 sqft,1,789900,-114.1154992,51.1704256
27223921,A2152680,5,4 + 0,1973 sqft,3,Row / Townhouse,1973 sqft,1,598500,-114.1337036,51.1691959
27223755,A2148811,3,4 + 0,1434.22 sqft,2,House,1434 sqft,1,580000,-114.059890573,51.141573619
27223710,A2152913,4,4 + 1,2446 sqft,2,House,2446 sqft,1,819900,-114.032697443,50.903914572
